District.Type,District.Number,math19,reading19,name19.x,math22,reading22,name22.x,math25,reading25,name25.x,math_perc_19_22,math_perc_pt_19_22,math_perc_22_25,math_perc_pt_22_25,math_perc_19_25,math_perc_pt_19_25,reading_perc_19_22,reading_perc_pt_19_22,reading_perc_22_25,reading_perc_pt_22_25,reading_perc_19_25,reading_perc_pt_19_25,name19.y,enrollment19,perc_white19,perc_frp19,name22.y,enrollment22,perc_white22,perc_frp22,name25.y,enrollment25,perc_white25,perc_frp25
1,630,58.29,59.49,Red Lake Falls Public School Dist.,53.33,52.48,Red Lake Falls Public School Dist.,54.39,53.13,Red Lake Falls Public School District,-0.085091782,-4.96,0.019876242,1.06,-0.066906845,-3.9,-0.11783493,-7.01,0.012385671,0.65,-0.106908724,-6.36,Red Lake Falls Public School District,370,89.46%,31.08%,Red Lake Falls Public School Dist.,381,88.98%,24.15%,Red Lake Falls Public School District,421,84.56%,37.77%
1,640,60.68,56.11,Wabasso Public School District,53.59,52.11,Wabasso Public School District,64.25,44.83,Wabasso Public School District,-0.116842452,-7.09,0.198917709,10.66,0.058833223,3.57,-0.07128854,-4,-0.139704471,-7.28,-0.201033684,-11.28,Wabasso Public School District,407,95.82%,27.52%,Wabasso Public School District,399,92.23%,33.83%,Wabasso Public School District,404,91.83%,35.89%
1,656,34.67,41.57,Faribault Public School District,19.82,32.71,Faribault Public School District,13.72,29.75,Faribault Public School District,-0.4283242,-14.85,-0.307769929,-6.1,-0.60426882,-20.95,-0.213134472,-8.86,-0.090492204,-2.96,-0.284339668,-11.82,Faribault Public School District,3652,45.21%,62.98%,Faribault Public School District,3328,40.78%,61.00%,Faribault Public School District,3106,35.03%,68.54%
1,659,65.98,68.42,Northfield Public School District,59.23,59.47,Northfield Public School District,59.86,62.12,Northfield Public School District,-0.102303728,-6.75,0.010636502,0.63,-0.09275538,-6.12,-0.130809705,-8.95,0.044560282,2.65,-0.09207834,-6.3,Northfield Public School District,4067,78.78%,26.36%,Northfield Public School District,3914,76.32%,21.05%,Northfield Public School District,3849,73.86%,29.12%
1,671,67.53,67.96,Hills-Beaver Creek School District,58.05,62.64,Hills-Beaver Creek School District,55.5,62.11,Hills-Beaver Creek School District,-0.140382052,-9.48,-0.043927649,-2.55,-0.178143048,-12.03,-0.078281342,-5.32,-0.008461047,-0.53,-0.086080047,-5.85,Hills-Beaver Creek School District,364,93.68%,16.48%,Hills-Beaver Creek School District,367,93.46%,17.44%,Hills-Beaver Creek School District,343,88.63%,22.45%
1,676,57.52,70.63,Badger Public School District,42.2,51.75,Badger Public School District,35.65,46.15,Badger Public School District,-0.266342142,-15.32,-0.15521327,-6.55,-0.380215577,-21.87,-0.267308509,-18.88,-0.10821256,-5.6,-0.346594931,-24.48,Badger Public School District,220,91.36%,47.27%,Badger Public School District,224,91.07%,29.02%,Badger Public School District,223,88.79%,56.50%
1,682,60.74,64.61,Roseau Public School District,43.5,52.08,Roseau Public School District,38.26,46.87,Roseau Public School District,-0.28383273,-17.24,-0.12045977,-5.24,-0.370102074,-22.48,-0.193932828,-12.53,-0.100038402,-5.21,-0.2745705,-17.74,Roseau Public School District,1183,93.74%,27.39%,Roseau Public School District,1162,90.96%,16.78%,Roseau Public School District,1101,87.92%,28.16%
1,690,49,66.67,Warroad Public School District,42.78,55.78,Warroad Public School District,39.48,49.17,Warroad Public School District,-0.126938776,-6.22,-0.07713885,-3.3,-0.194285714,-9.52,-0.163341833,-10.89,-0.118501255,-6.61,-0.262486876,-17.5,Warroad Public School District,1002,73.75%,39.22%,Warroad Public School District,1050,74.57%,27.33%,Warroad Public School District,1041,73.58%,36.50%
1,695,45.34,59.7,Chisholm Public School District,27.98,40.63,Chisholm Public School District,25.32,40.24,Chisholm Public School District,-0.38288487,-17.36,-0.095067906,-2.66,-0.441552713,-20.02,-0.319430486,-19.07,-0.009598819,-0.39,-0.325963149,-19.46,Chisholm Public School District,726,90.63%,42.15%,Chisholm Public School District,688,90.12%,42.88%,Chisholm Public School District,640,87.50%,58.28%
1,696,49.53,62.75,Ely Public School District,43.62,56.14,Ely Public School District,43.23,54.2,Ely Public School District,-0.119321623,-5.91,-0.008940853,-0.39,-0.127195639,-6.3,-0.105338645,-6.61,-0.034556466,-1.94,-0.13625498,-8.55,Ely Public School District,573,89.88%,30.02%,Ely Public School District,508,89.17%,20.87%,Ely Public School District,528,91.67%,31.63%
1,698,44,52.48,Floodwood Public School District,32.53,51.32,Floodwood Public School District,39.78,47.78,Floodwood Public School District,-0.260681818,-11.47,0.222871196,7.25,-0.095909091,-4.22,-0.022103659,-1.16,-0.068978956,-3.54,-0.089557927,-4.7,Floodwood Public School District,222,85.14%,47.30%,Floodwood Public School District,165,82.42%,31.52%,Floodwood Public School District,168,85.71%,41.07%
1,700,69.71,70.86,Hermantown Public School District,55.03,59.8,Hermantown Community Schools,60.17,58.9,Hermantown Community Schools,-0.210586716,-14.68,0.093403598,5.14,-0.136852675,-9.54,-0.156082416,-11.06,-0.015050167,-0.9,-0.168783517,-11.96,Hermantown Public School District,2110,91.80%,12.75%,Hermantown Public School District,2098,90.04%,10.01%,Hermantown Community Schools,2118,90.04%,16.53%
1,701,56.81,66.77,Hibbing Public School District,47.38,56,Hibbing Public School District,44.37,52.22,Hibbing Public School District,-0.165991903,-9.43,-0.063528915,-3.01,-0.218975532,-12.44,-0.161299985,-10.77,-0.0675,-3.78,-0.217912236,-14.55,Hibbing Public School District,2407,87.25%,40.96%,Hibbing Public School District,2190,85.16%,35.80%,Hibbing Public School District,2232,83.60%,47.45%
1,704,58.95,59.71,Proctor Public School District,43.36,48.13,Proctor Public School District,51.74,54.85,Proctor Public School District,-0.264461408,-15.59,0.193265683,8.38,-0.12230704,-7.21,-0.193937364,-11.58,0.139621857,6.72,-0.081393401,-4.86,Proctor Public School District,1804,91.19%,28.60%,Proctor Public School District,1868,88.87%,21.95%,Proctor Public School District,1848,88.74%,34.09%
1,707,48.65,56.76,Nett Lake Public School District,26.32,57.89,Nett Lake Public School District,20,36,Nett Lake Public School District,-0.458992806,-22.33,-0.240121581,-6.32,-0.588900308,-28.65,0.019908386,1.13,-0.378130938,-21.89,-0.365750529,-20.76,Nett Lake Public School District,57,0.00%,64.91%,Nett Lake Public School District,40,0.00%,62.50%,Nett Lake Public School District,48,2.08%,79.17%
1,709,55.22,62.59,Duluth Public School District,46.04,56.59,Duluth Public School District,45.11,55.73,Duluth Public School District,-0.166244114,-9.18,-0.020199826,-0.93,-0.183085838,-10.11,-0.095861959,-6,-0.015197031,-0.86,-0.109602173,-6.86,Duluth Public School District,8706,76.82%,39.93%,Duluth Public School District,8487,77.27%,32.57%,Duluth Public School District,8723,76.77%,39.33%
1,712,45.79,63.21,Mountain Iron-Buhl School District,36.93,51.18,Mountain Iron-Buhl School District,45.48,52.35,Mountain Iron-Buhl School District,-0.193492029,-8.86,0.23151909,8.55,-0.006770037,-0.31,-0.190317988,-12.03,0.022860492,1.17,-0.171808258,-10.86,Mountain Iron-Buhl School District,536,82.84%,52.80%,Mountain Iron-Buhl School District,560,82.32%,39.64%,Mountain Iron-Buhl School District,637,85.40%,42.54%
1,716,54.6,63.16,Belle Plaine Public School District,45.45,54.42,Belle Plaine Public School District,52.85,50.97,Belle Plaine Public School District,-0.167582418,-9.15,0.162816282,7.4,-0.032051282,-1.75,-0.138378721,-8.74,-0.06339581,-3.45,-0.1930019,-12.19,Belle Plaine Public School District,1627,86.72%,19.61%,Belle Plaine Public School District,1578,84.54%,14.58%,Belle Plaine Public School District,1522,83.51%,25.82%
1,717,61.37,66.76,Jordan Public School District,53.33,58.6,Jordan Public School District,49.25,56.09,Jordan Public School District,-0.131008636,-8.04,-0.076504782,-4.08,-0.197490631,-12.12,-0.12222888,-8.16,-0.042832765,-2.51,-0.159826243,-10.67,Jordan Public School District,1908,80.87%,20.13%,Jordan Public School District,1852,75.92%,17.17%,Jordan Public School District,1877,75.65%,26.80%
1,719,71.61,68.43,Prior Lake-Savage Area Schools,60.1,61.75,Prior Lake-Savage Area Schools,57.58,59.63,Prior Lake-Savage Area Schools,-0.160731741,-11.51,-0.041930116,-2.52,-0.195922357,-14.03,-0.097618004,-6.68,-0.034331984,-2.12,-0.128598568,-8.8,Prior Lake-Savage Area Schools,8931,80.27%,11.84%,Prior Lake-Savage Area Schools,8915,75.42%,11.04%,Prior Lake-Savage Area Schools,8788,73.21%,17.90%
1,720,58.54,62.33,Shakopee Public School District,46.51,55.19,Shakopee Public School District,41.5,50.5,Shakopee Public School District,-0.205500512,-12.03,-0.10771877,-5.01,-0.29108302,-17.04,-0.11455158,-7.14,-0.084979163,-4.69,-0.189796246,-11.83,Shakopee Public School District,8319,57.42%,34.61%,Shakopee Public School District,7950,51.77%,31.76%,Shakopee Public School District,7717,46.75%,39.03%
1,721,70.8,69.89,New Prague Area Schools,61.62,62.11,New Prague Area Schools,58.53,53.2,New Prague Area Schools,-0.129661017,-9.18,-0.050146056,-3.09,-0.173305085,-12.27,-0.111317785,-7.78,-0.14345516,-8.91,-0.238803835,-16.69,New Prague Area Schools,4276,92.94%,12.35%,New Prague Area Schools,4201,91.98%,10.62%,New Prague Area Schools,3980,91.51%,17.59%
1,726,66.22,64.88,Becker Public School District,54.64,58.46,Becker Public School District,51.89,52.65,Becker Public School District,-0.17487164,-11.58,-0.050329429,-2.75,-0.216399879,-14.33,-0.098951911,-6.42,-0.099384194,-5.81,-0.18850185,-12.23,Becker Public School District,2942,92.76%,18.83%,Becker Public School District,2833,91.92%,14.19%,Becker Public School District,2877,90.51%,20.44%
1,727,62.96,63.13,Big Lake Public School District,48.53,53.95,Big Lake Public School District,48.36,50.06,Big Lake Public School District,-0.229193139,-14.43,-0.003502988,-0.17,-0.231893266,-14.6,-0.145414225,-9.18,-0.0721038,-3.89,-0.207033106,-13.07,Big Lake Public School District,3056,85.31%,22.68%,Big Lake Public School District,3112,79.53%,19.44%,Big Lake Public School District,3190,76.14%,33.45%
1,728,71.28,70.13,Elk River School District,59.05,59.54,Elk River Public School District,60.89,60.37,Elk River Public School District,-0.17157688,-12.23,0.031160034,1.84,-0.145763187,-10.39,-0.151005276,-10.59,0.013940208,0.83,-0.139170113,-9.76,Elk River Public School District,13670,86.18%,15.76%,Elk River School District,13847,82.79%,11.16%,Elk River Public School District,14577,77.59%,21.91%
1,738,71.27,67.07,Holdingford Public School District,54.3,60.96,Holdingford Public School District,53.42,50.94,Holdingford Public School District,-0.238108601,-16.97,-0.016206262,-0.88,-0.250456012,-17.85,-0.091098852,-6.11,-0.164370079,-10.02,-0.240495005,-16.13,Holdingford Public School District,1064,97.65%,23.40%,Holdingford Public School District,1058,96.03%,15.50%,Holdingford Public School District,1098,96.27%,29.51%
1,739,59.45,69.15,Kimball Public School District,44.42,53.33,Kimball Public School District,44.18,45.09,Kimball Public School District,-0.252817494,-15.03,-0.005402972,-0.24,-0.2568545,-15.27,-0.228778019,-15.82,-0.154509657,-8.24,-0.347939262,-24.06,Kimball Public School District,758,94.85%,23.61%,Kimball Public School District,751,95.21%,10.65%,Kimball Public School District,759,93.41%,25.03%
1,740,59.1,54.61,Melrose Public School District,48.46,48.2,Melrose Public School District,47.66,46.52,Melrose Public School District,-0.180033841,-10.64,-0.016508461,-0.8,-0.19357022,-11.44,-0.11737777,-6.41,-0.034854772,-1.68,-0.148141366,-8.09,Melrose Public School District,1331,70.32%,42.37%,Melrose Public School District,1269,69.27%,25.45%,Melrose Public School District,1313,66.18%,40.52%
1,741,59.43,59.96,Paynesville Public School District,33.64,39.09,Paynesville Public School District,38.43,48.7,Paynesville Area Schools,-0.433955915,-25.79,0.142390012,4.79,-0.35335689,-21,-0.348065377,-20.87,0.245842927,9.61,-0.187791861,-11.26,Paynesville Public School District,928,93.64%,31.03%,Paynesville Public School District,908,91.41%,18.06%,Paynesville Area Schools,894,90.83%,28.97%
1,742,36.23,43.7,St. Cloud Public School District,28.01,38.34,St. Cloud Public School District,24.81,33.71,St. Cloud Public School District,-0.226883798,-8.22,-0.114244913,-3.2,-0.315208391,-11.42,-0.122654462,-5.36,-0.120761607,-4.63,-0.228604119,-9.99,St. Cloud Public School District,10292,45.31%,61.37%,St. Cloud Public School District,9546,38.60%,57.10%,St. Cloud Public School District,9940,36.06%,64.90%
1,743,59.93,62.87,Sauk Centre Public School District,39.34,40.65,Sauk Centre Public School District,42.78,42.05,Sauk Centre Public School District,-0.343567495,-20.59,0.087442806,3.44,-0.286167195,-17.15,-0.353427708,-22.22,0.034440344,1.4,-0.331159536,-20.82,Sauk Centre Public School District,1098,89.07%,36.52%,Sauk Centre Public School District,1080,85.46%,23.80%,Sauk Centre Public School District,1104,81.07%,35.96%
1,745,71.44,68.55,Albany Public School District,59.21,55.95,Albany Public School District,58.83,57.85,Albany Public School District,-0.171192609,-12.23,-0.006417835,-0.38,-0.176511758,-12.61,-0.18380744,-12.6,0.033958892,1.9,-0.156090445,-10.7,Albany Public School District,1768,95.70%,19.57%,Albany Public School District,1774,93.80%,14.54%,Albany Public School District,1744,93.92%,18.58%
1,748,75.28,72.1,Sartell-St. Stephen School District,61.17,65.53,Sartell-St. Stephen School District,64.53,61.82,Sartell-St. Stephen School District,-0.187433581,-14.11,0.054928887,3.36,-0.142800213,-10.75,-0.09112344,-6.57,-0.056615291,-3.71,-0.14257975,-10.28,Sartell-St. Stephen School District,4074,90.77%,13.16%,Sartell-St. Stephen School District,4118,86.50%,14.69%,Sartell-St. Stephen School District,3943,84.17%,21.10%
1,750,61.63,65.09,Rocori Public School District,52.8,52.76,Rocori Public School District,48.12,47.13,ROCORI Public School District,-0.143274379,-8.83,-0.088636364,-4.68,-0.219211423,-13.51,-0.18943002,-12.33,-0.106709629,-5.63,-0.275925641,-17.96,Rocori Public School District,2135,86.32%,25.81%,Rocori Public School District,2374,84.37%,20.47%,Rocori Public School District,2406,80.55%,28.80%
1,756,60.05,63.83,Blooming Prairie Public School Dist,55.48,54.57,Blooming Prairie Public School Dist,46.38,52.68,Blooming Prairie Public School District,-0.076103247,-4.57,-0.164023071,-9.1,-0.22764363,-13.67,-0.14507285,-9.26,-0.034634415,-1.89,-0.174682751,-11.15,Blooming Prairie Public School District,759,88.93%,28.19%,Blooming Prairie Public School Dist,833,91.24%,28.57%,Blooming Prairie Public School District,864,93.52%,33.22%
1,761,49.5,54.08,Owatonna Public School District,42.22,47.26,Owatonna Public School District,44.67,46.53,Owatonna Public School District,-0.147070707,-7.28,0.05802937,2.45,-0.097575758,-4.83,-0.126109467,-6.82,-0.015446466,-0.73,-0.139607988,-7.55,Owatonna Public School District,5092,72.43%,41.89%,Owatonna Public School District,4962,70.42%,36.72%,Owatonna Public School District,4890,69.57%,42.43%
1,763,48.76,52.97,Medford Public School District,41.56,45.45,Medford Public School District,35.18,43.41,Medford Public School District,-0.147662018,-7.2,-0.153512993,-6.38,-0.278506973,-13.58,-0.141967151,-7.52,-0.044884488,-2.04,-0.180479517,-9.56,Medford Public School District,891,78.56%,34.23%,Medford Public School District,900,80.44%,28.89%,Medford Public School District,845,78.34%,34.91%
1,768,68.04,67.84,Hancock Public School District,66.36,64.5,Hancock Public School District,73.14,74.04,Hancock Public School District,-0.024691358,-1.68,0.102169982,6.78,0.074955908,5.1,-0.049233491,-3.34,0.147906977,9.54,0.091391509,6.2,Hancock Public School District,369,87.80%,28.73%,Hancock Public School District,424,87.50%,19.10%,Hancock Public School District,437,85.81%,25.40%
1,771,53.16,55,Chokio-Alberta Public School Dist.,32.86,42.31,Chokio-Alberta Public Schools,34.33,44.44,Chokio-Alberta Public Schools,-0.381866065,-20.3,0.04473524,1.47,-0.354213695,-18.83,-0.230727273,-12.69,0.050342709,2.13,-0.192,-10.56,Chokio-Alberta Public School District,155,98.06%,34.19%,Chokio-Alberta Public Schools,153,95.42%,34.64%,Chokio-Alberta Public Schools,142,95.77%,43.66%
1,775,54.99,54.11,Kerkhoven-Murdock-Sunburg,43.54,44.55,Kerkhoven-Murdock-Sunburg,44.25,43.87,Kerkhoven-Murdock-Sunburg,-0.208219676,-11.45,0.016306844,0.71,-0.195308238,-10.74,-0.176677139,-9.56,-0.015263749,-0.68,-0.189244132,-10.24,Kerkhoven-Murdock-Sunburg,729,86.28%,37.72%,Kerkhoven-Murdock-Sunburg,781,82.07%,28.81%,Kerkhoven-Murdock-Sunburg,777,76.32%,36.94%
1,777,51.15,51.59,Benson Public School District,41.49,41.05,Benson Public School District,37.46,40,Benson Public School District,-0.188856305,-9.66,-0.097131839,-4.03,-0.267644184,-13.69,-0.20430316,-10.54,-0.025578563,-1.05,-0.224655941,-11.59,Benson Public School District,838,85.08%,41.77%,Benson Public School District,819,81.81%,40.42%,Benson Public School District,760,79.87%,40.26%
1,786,53.94,59.46,Bertha-Hewitt Public School District,48.47,55.47,Bertha-Hewitt Public School District,41.91,42.42,Bertha-Hewitt Public School District,-0.101408973,-5.47,-0.135341448,-6.56,-0.223025584,-12.03,-0.067103935,-3.99,-0.235262304,-13.05,-0.286579213,-17.04,Bertha-Hewitt Public School District,494,92.91%,51.42%,Bertha-Hewitt Public School District,522,91.95%,40.80%,Bertha-Hewitt Public School District,506,94.47%,48.62%
